season,site,Source,species_name,functional_grp,group,sampleID,d13C,C%,d15N,N%,d34S,S%
wet19,SRS3,Spotted Sunfish,Lepomis punctatus,demersal_fish,Consumer,W19-SRS3-Lpu1,-31.64,48.61982727,10.68,14.97818182,21.15,1.55
wet19,SRS3,Spotted Sunfish,Lepomis punctatus,demersal_fish,Consumer,W19-SRS3-Lpu3,-28.63,51.06108333,10.62,15.7765,24.71,1.41
wet19,SRS3,Spotted Sunfish,Lepomis punctatus,demersal_fish,Consumer,W19-SRS3-Lpu2,-29.24,54.41456,10.36,17.07,24.58,1.14
wet19,RB10,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-RB10-Tma1,-33.42,49.7071,10.43,15.53416667,24.51,0.98
wet19,RB10,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-RB10-Tma3,-34.96,48.65640909,7.39,15.324,16.22,1.03
wet19,RB10,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-RB10-Tma4,-28.42,37.7107,9.13,11.89927273,17.79,0.99
wet19,RB10,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-RB10-Tma2,-32.44,43.65172727,7.77,13.76727273,19.11,0.9
wet19,SRS3,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-SRS3-Tma1,-31.52,49.35883636,10.35,15.44909091,23.34,1.2
wet19,SRS3,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-SRS3-Tma3,-32.92,50.47683333,10.22,15.64311111,23.36,1.18
wet19,SRS3,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-SRS3-Tma2,-33.32,48.83076667,9.23,13.84816667,24.22,0.92
wet19,SRS4,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-SRS4-Tma1,-31.81,39.32076667,9.8,11.53616667,12.67,1.04
wet19,SRS4,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-SRS4-Tma3,-32.8,40.1122,8.86,12.33925,6.26,1.09
wet19,SRS4,Spotted Tilapia,Pelmatolapia mariae,demersal_fish,Consumer,W19-SRS4-Tma2,-36.01,41.33318889,9.02,12.16511111,11.34,0.88
dry19,TS10,Stone crab,Menippe mercenaria,Crab,Consumer,TS10 NC1,-10.57,22.391,4.2,3.441,11.77,0.631
dry19,TS10,Stone crab,Menippe mercenaria,Crab,Consumer,TS10 NC1dup,-10.82,20.382,5.24,3.92,10.61,0.409
dry19,TS7,Stone crab,Menippe mercenaria,Crab,Consumer,TS7 NC2,-14.19,26.933,7.2,5.237,9.16,0.525
wet19,TS11,Stone Crab,Menippe mercenaria,Crab,Consumer,W19-TS11-Mme2,-18.13,19.64689091,7.18,4.3854,15.57,0.66
wet19,TS11,Stone Crab,Menippe mercenaria,Crab,Consumer,W19-TS11-Mme1,-17.57,16.87213846,6.61,3.669818182,13.11,0.42
wet19,SRS4,Striped Mojarra,Eugerres plumieri,demersal_fish,Consumer,W19-SRS4-Epl1,-32.75,43.1842,8.89,13.86125,2.76,1.21
wet19,SRS4,Striped Mojarra,Eugerres plumieri,demersal_fish,Consumer,W19-SRS4-Epl3,-32.69,48.72866667,9.66,15.52116667,1.76,1.28
wet19,SRS4,Striped Mojarra,Eugerres plumieri,demersal_fish,Consumer,W19-SRS4-Epl2,-31.99,45.54862222,9.87,14.64844444,1.65,1.15
wet19,RB10,Striped Mullet,Mugilidae,demersal_fish,Consumer,W19-RB10-Mug2,-32.7,43.74133333,11.49,12.94579167,15.03,0.98
wet19,RB10,Striped Mullet,Mugilidae,demersal_fish,Consumer,W19-RB10-Mug1,-31.91,56.09828889,9.23,16.854,10.58,0.85
wet19,SRS4,Striped Mullet,Mugilidae,demersal_fish,Consumer,W19-SRS4-Mug1,-24.79,44.36564167,6.7,13.7985,9.71,1.44
wet19,SRS4,Striped Mullet,Mugilidae,demersal_fish,Consumer,W19-SRS4-Mug2,-15.26,43.46281667,9.15,13.72183333,3.92,0.92
wet19,SRS4,Striped Mullet,Mugilidae,demersal_fish,Consumer,W19-SRS4-Mug3,-20.1,49.29335455,7.86,14.78963636,4.13,0.94
wet19,SRS4,Striped Mullet,Mugilidae,demersal_fish,Consumer,W19-SRS4-Mug3,-20.1,49.29335455,7.86,14.78963636,3.39,0.89
wet19,SRS6,Striped mullet,Mugilidae,demersal_fish,Consumer,W19-SRS6-Mug1,-30.67,49.60142222,7.82,14.56133333,5.44,0.85
dry19,SRS6,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,SRS6 MJ1,-23.73,36.719,9.69,10.227,7.8,1.117
dry19,TS10,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,TS10 MJ1,-13.57,36.396,7.54,10.884,7.53,1.332
dry19,SRS6,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,SRS6 MJ2,-24.52,38.563,9.64,11.576,6.72,1.212
wet19,RB10,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-RB10-Eha3,-31.43,45.98323636,12.17,13.77781818,18.12,1.05
wet19,RB10,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-RB10-Eha1,-32.07,42.66071,12.27,12.7356,16.65,0.99
wet19,SRS4,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-SRS4-Eha1,-31.86,39.224725,9.4,12.11733333,1.64,1.15
wet19,SRS4,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-SRS4-Eha2,-32.31,45.50431818,9.52,14.04763636,-0.27,1.57
wet19,SRS4,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-SRS4-Eha3,-32.06,48.05766364,9.02,14.79236364,3.2,1.39
wet19,SRS3,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-SRS3-Eha1,-33.71,47.15455833,9.39,14.299,20.16,1.63
wet19,SRS3,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-SRS3-Eha3,-33.88,48.18001,9.13,14.5828,20.6,1.26
wet19,TS10,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-TS10-Eha3,-10.64,42.37991,8.06,13.13733333,4.81,1.44
wet19,TS10,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-TS10-Eha2,-10.48,41.800825,8.09,13.97490909,4.4,1.48
wet19,SRS3,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-SRS3-Eha2,-32.21,44.76032,11.22,13.9738,18.3,1.15
wet19,TS10,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-TS10-Eha1,-10.58,52.10616,8.28,16.1064,4.06,1.36
wet19,SRS6,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-SRS6-Eha1,-26.8,41.63192,8.69,12.2286,-0.27,0.98
wet19,RB10,Tidewater Mojarra,Eucinostomus Harengulus,Forage_fish,Consumer,W19-RB10-Eha2,-32.11,39.39997,12.49,11.83,15.09,1.07
dry19,RB10,Tidewater Silverside,Menidia peninsulae,Forage_fish,Consumer,RB10 SV1,-30.6,45.672,11.45,13.017,22.16,0.96
dry19,RB10,Tidewater Silverside,Menidia peninsulae,Forage_fish,Consumer,RB10 SV2,-31.77,40.734,11.01,10.183,22.45,0.798
wet19,RB10,Tidewater Silverside,Menidia peninsulae,Forage_fish,Consumer,W19-RB10-Mpe2,-30.43,48.8201875,11.91,10.78107692,20.76,1.08
wet19,TS10,Tidewater Silverside,Menidia peninsulae,Forage_fish,Consumer,W19-TS10-Mpe1,-10.02,47.13993846,9.59,14.45815385,2.4,1.23
wet19,TS10,Tidewater Silverside,Menidia peninsulae,Forage_fish,Consumer,W19-TS10-Mpe2,-10.02,42.31266667,9.83,13.022,2.66,1.08
wet19,RB10,Tidewater Silverside,Menidia peninsulae,Forage_fish,Consumer,W19-RB10-Mpe1,-30.13,41.23453,12.26,11.9494,20.57,0.93
dry19,TS9,Toadfish,toad spp,demersal_fish,Consumer,TS9_TF1_d19,-15.17,53.25642308,12.66,14.60192308,9.54,1.28
dry19,TS11,Top minnow,top spp,Forage_fish,Consumer,TS11 TN1,-15.17,31.737,4.26,7.655,12.1,1.824
wet19,SRS3,Walking Catfish,Clarias batrachus,Predator,Predator,W19-SRS3-Cba3,-30.2,48.78197273,9.69,15.15109091,21.75,1.32
wet19,SRS3,Walking Catfish,Clarias batrachus,Predator,Predator,W19-SRS3-Cba1,-30.43,49.93992727,9.02,15.60527273,20.36,0.9
wet19,SRS3,Walking Catfish,Clarias batrachus,Predator,Predator,W19-SRS3-Cba2,-30.69,52.08992,8.77,16.2768,20.83,0.85
dry19,SRS3,Warmouth,Lepomis gulosus,demersal_fish,Consumer,SRS-LEPGUL-1,-29.84,40.83196825,10.01,10.64852381,22.22,0.694194915
dry19,SRS3,Warmouth,Lepomis gulosus,demersal_fish,Consumer,SRS-LEPGUL-2,-29.85,36.29338889,9.9,9.482388889,22.61,0.659238806
dry19,SRS3,Warmouth,Lepomis gulosus,demersal_fish,Consumer,SRS-LEPGUL-3,-29.98,29.95624691,9.67,7.375814815,22.78,0.790993789
